snapshot_date,source_created_at,idProduct,name,idCategory,categoryName,idExpansion,idMetacard,dateAdded,avg,low,trend,avg1,avg7,avg30
2026-07-18,2026-07-18T02:42:54+0200,842564,Magic: The Gathering | Avatar: The Last Airbender Collector Booster Box,7,Magic Display,6261,0,2025-08-13 11:34:30,313.79,303.99,315,,,
2026-07-18,2026-07-18T02:42:54+0200,869496,Magic: The Gathering | Marvel Super Heroes Collector Booster Box,7,Magic Display,6476,0,2026-01-28 13:25:37,324.09,267,305.89,,,
2026-07-18,2026-07-18T02:42:54+0200,814380,Magic: The Gathering | Marvel's Spider-Man Collector Booster Box,7,Magic Display,6070,0,2025-03-03 11:57:58,284.83,275,301.36,,,
2026-07-18,2026-07-18T02:42:54+0200,853671,Magic: The Gathering | Teenage Mutant Ninja Turtles Collector Booster Box,7,Magic Display,6345,0,2025-10-13 14:34:50,282.15,243.99,276.12,,,
2026-07-18,2026-07-18T02:42:54+0200,696391,March of the Machine Collector Booster Box,7,Magic Display,5227,0,2023-02-10 22:28:20,437.81,299.9,453.34,,,
2026-07-18,2026-07-18T02:42:54+0200,703885,March of the Machine: The Aftermath Collector Booster Box,7,Magic Display,5320,0,2023-03-31 15:26:44,164.99,93,169.25,,,
2026-07-18,2026-07-18T02:42:54+0200,562095,Modern Horizons 2 Collector Booster Box,7,Magic Display,4219,0,2021-04-27 14:45:19,411.21,398.56,423.04,,,
2026-07-18,2026-07-18T02:42:54+0200,758483,Modern Horizons 3 Collector Booster Box,7,Magic Display,5652,0,2024-02-26 11:57:51,642.26,449.9,662.49,,,
2026-07-18,2026-07-18T02:42:54+0200,748052,Murders at Karlov Manor Collector Booster Box,7,Magic Display,5561,0,2023-12-06 14:17:20,249.66,122,258.31,,,
2026-07-18,2026-07-18T02:42:54+0200,758326,Outlaws of Thunder Junction Collector Booster Box,7,Magic Display,5647,0,2024-02-24 10:01:37,334.76,199.99,298.26,,,
2026-07-18,2026-07-18T02:42:54+0200,683494,Phyrexia: All Will Be One Collector Booster Box,7,Magic Display,5184,0,2022-11-04 18:30:08,508,318.9,581.55,,,
2026-07-18,2026-07-18T02:42:54+0200,370211,Ravnica Allegiance Collector Booster Box,7,Magic Display,2411,0,2019-02-19 13:48:40,1174.5,1100,720.25,,,
2026-07-18,2026-07-18T02:42:54+0200,737484,Ravnica Remastered Collector Booster Box,7,Magic Display,5505,0,2023-10-05 11:05:56,981.55,999.99,923.05,,,
2026-07-18,2026-07-18T02:42:54+0200,885563,Reality Fracture Collector Booster Box,7,Magic Display,6571,0,2026-05-02 12:17:47,306.05,299.5,306.17,,,
2026-07-18,2026-07-18T02:42:54+0200,869357,Secrets of Strixhaven Collector Booster Box,7,Magic Display,6474,0,2026-01-28 10:47:39,315.7,284.18,317.49,,,
2026-07-18,2026-07-18T02:42:54+0200,897523,Star Trek Collector Booster Box,7,Magic Display,6657,0,2026-07-15 13:15:58,499.9,499.9,499.99,,,
2026-07-18,2026-07-18T02:42:54+0200,611248,Streets of New Capenna Collector Booster Box,7,Magic Display,4975,0,2022-03-04 16:18:49,193.75,159.98,194.35,,,
2026-07-18,2026-07-18T02:42:54+0200,540411,Strixhaven: School of Mages Collector Booster Box,7,Magic Display,3741,0,2021-02-19 14:36:40,382.5,420,418.36,,,
2026-07-18,2026-07-18T02:42:54+0200,813080,Tarkir: Dragonstorm Collector Booster Box,7,Magic Display,6060,0,2025-02-24 09:46:00,336.21,315,354.25,,,
2026-07-18,2026-07-18T02:42:54+0200,677805,The Brothers' War Collector Booster Box,7,Magic Display,5164,0,2022-09-29 11:06:30,501.8,309.99,568.94,,,
2026-07-18,2026-07-18T02:42:54+0200,885552,The Hobbit Collector Booster Box,7,Magic Display,6570,0,2026-05-02 11:28:12,557.5,570,596.55,,,
2026-07-18,2026-07-18T02:42:54+0200,698912,The Lord of the Rings: Tales of Middle-earth Collector Booster Box,7,Magic Display,5285,0,2023-02-22 12:27:41,1331.93,522,1463.18,,,
2026-07-18,2026-07-18T02:42:54+0200,732335,The Lord of the Rings: Tales of Middle-earth Special Edition Collector Booster Box,7,Magic Display,5489,0,2023-09-08 15:57:44,6433.79,8250,6690.73,,,
2026-07-18,2026-07-18T02:42:54+0200,734175,The Lost Caverns of Ixalan Collector Booster Box,7,Magic Display,5490,0,2023-09-23 10:44:56,753.44,211,746.33,,,
2026-07-18,2026-07-18T02:42:54+0200,426911,Theros Beyond Death Collector Booster Box,7,Magic Display,2814,0,2019-11-28 14:23:23,204.14,198.9,202.9,,,
2026-07-18,2026-07-18T02:42:54+0200,398849,Throne of Eldraine Collector Booster Box,7,Magic Display,2582,0,2019-09-04 15:32:27,271.11,245,265.23,,,
2026-07-18,2026-07-18T02:42:54+0200,586736,Unfinity Collector Booster Box,7,Magic Display,4468,0,2021-11-30 14:50:09,274.87,211.88,277.06,,,
2026-07-18,2026-07-18T02:42:54+0200,758498,Universes Beyond: Assassin's Creed Collector Booster Box,7,Magic Display,5655,0,2024-02-26 14:59:45,303.43,265,305.96,,,
2026-07-18,2026-07-18T02:42:54+0200,710800,Universes Beyond: Doctor Who Collector Booster Box,7,Magic Display,5358,0,2023-05-08 09:18:46,403.9,239.99,402.84,,,
2026-07-18,2026-07-18T02:42:54+0200,745340,Universes Beyond: Fallout Collector Booster Box,7,Magic Display,5544,0,2023-11-14 15:21:27,1131.66,900,1071.65,,,
2026-07-18,2026-07-18T02:42:54+0200,719684,Wilds of Eldraine Collector Booster Box,7,Magic Display,5359,0,2023-06-21 14:21:48,586.62,399.9,649.86,,,
2026-07-18,2026-07-18T02:42:54+0200,486979,Zendikar Rising Collector Booster Box,7,Magic Display,3404,0,2020-07-31 14:02:38,316.54,289.9,325.19,,,
2026-07-19,2026-07-19T02:45:08+0200,565899,Adventures in the Forgotten Realms Collector Booster Box,7,Magic Display,4259,0,2021-05-21 16:59:41,223.36,77,237.21,,,
2026-07-19,2026-07-19T02:45:08+0200,803869,Aetherdrift Collector Booster Box,7,Magic Display,5982,0,2024-12-11 10:59:59,203.06,77,202.83,,,
2026-07-19,2026-07-19T02:45:08+0200,774110,Bloomburrow Collector Booster Box,7,Magic Display,5658,0,2024-06-10 17:18:27,700.35,599.99,610.09,,,
2026-07-19,2026-07-19T02:45:08+0200,492099,Commander Legends Collector Booster Box,7,Magic Display,3454,0,2020-08-24 14:17:37,410.26,349,443.12,,,
2026-07-19,2026-07-19T02:45:08+0200,650825,Commander Legends: Battle for Baldur's Gate Collector Booster Box,7,Magic Display,5030,0,2022-03-29 14:37:06,417.02,268.82,430.1,,,
2026-07-19,2026-07-19T02:45:08+0200,698962,Commander Masters Collector Booster Box,7,Magic Display,5286,0,2023-02-22 14:58:05,429.96,211,449.73,,,
2026-07-19,2026-07-19T02:45:08+0200,466034,Core 2021 Collector Booster Box,7,Magic Display,3048,0,2020-06-05 10:49:33,249.15,248.99,240.47,,,
2026-07-19,2026-07-19T02:45:08+0200,681210,Dominaria Remastered Collector Booster Box,7,Magic Display,5192,0,2022-10-25 11:43:55,386.34,339.99,408.06,,,
2026-07-19,2026-07-19T02:45:08+0200,657414,Dominaria United Collector Booster Box,7,Magic Display,5072,0,2022-05-13 16:25:34,235.36,200,236.75,,,
2026-07-19,2026-07-19T02:45:08+0200,657282,Double Masters 2022 Collector Booster Box,7,Magic Display,5070,0,2022-05-13 15:30:40,337.7,122,328.29,,,
2026-07-19,2026-07-19T02:45:08+0200,776442,Duskmourn: House of Horror Collector Booster Box,7,Magic Display,5806,0,2024-07-02 16:45:10,402.4,381.99,402.71,,,
2026-07-19,2026-07-19T02:45:08+0200,813293,Edge of Eternities Collector Booster Box,7,Magic Display,6063,0,2025-02-24 12:46:27,456.1,399.99,463.32,,,
2026-07-19,2026-07-19T02:45:08+0200,426991,Ikoria: Lair of Behemoths Collector Booster Box,7,Magic Display,2819,0,2019-11-28 16:18:06,365,122,340.64,,,
2026-07-19,2026-07-19T02:45:08+0200,795092,Innistrad Remastered Collector Booster Box,7,Magic Display,5930,0,2024-10-28 12:31:23,310.15,122,330.86,,,
2026-07-19,2026-07-19T02:45:08+0200,573796,Innistrad: Crimson Vow Collector Booster Box,7,Magic Display,4364,0,2021-08-06 15:04:52,178.75,148,178.76,,,
2026-07-19,2026-07-19T02:45:08+0200,573781,Innistrad: Midnight Hunt Collector Booster Box,7,Magic Display,4362,0,2021-08-06 14:55:33,156.08,55,158.21,,,
2026-07-19,2026-07-19T02:45:08+0200,527325,Kaldheim Collector Booster Box,7,Magic Display,3660,0,2020-12-15 15:30:17,286.35,77,291.43,,,
2026-07-19,2026-07-19T02:45:08+0200,587696,Kamigawa: Neon Dynasty Collector Booster Box,7,Magic Display,4472,0,2021-12-17 11:54:15,332.75,158,335.68,,,
2026-07-19,2026-07-19T02:45:08+0200,851271,Lorwyn Eclipsed Collector Booster Box,7,Magic Display,6325,0,2025-09-29 09:18:52,308.85,144,306.91,,,
2026-07-19,2026-07-19T02:45:08+0200,812573,Magic: The Gathering - FINAL FANTASY Collector Booster Box,7,Magic Display,6057,0,2025-02-19 11:07:32,881.16,355,1203.18,,,
2026-07-19,2026-07-19T02:45:08+0200,781941,Magic: The Gathering Foundations Collector Booster Box,7,Magic Display,5852,0,2024-08-07 11:49:07,530.77,329.95,545.16,,,
2026-07-19,2026-07-19T02:45:08+0200,842564,Magic: The Gathering | Avatar: The Last Airbender Collector Booster Box,7,Magic Display,6261,0,2025-08-13 11:34:30,313.79,185,316.15,,,
2026-07-19,2026-07-19T02:45:08+0200,869496,Magic: The Gathering | Marvel Super Heroes Collector Booster Box,7,Magic Display,6476,0,2026-01-28 13:25:37,324.09,144,305.4,,,
2026-07-19,2026-07-19T02:45:08+0200,814380,Magic: The Gathering | Marvel's Spider-Man Collector Booster Box,7,Magic Display,6070,0,2025-03-03 11:57:58,284.83,155,301.36,,,
2026-07-19,2026-07-19T02:45:08+0200,853671,Magic: The Gathering | Teenage Mutant Ninja Turtles Collector Booster Box,7,Magic Display,6345,0,2025-10-13 14:34:50,282.15,144,276.12,,,
2026-07-19,2026-07-19T02:45:08+0200,696391,March of the Machine Collector Booster Box,7,Magic Display,5227,0,2023-02-10 22:28:20,437.81,299.9,453.34,,,
2026-07-19,2026-07-19T02:45:08+0200,703885,March of the Machine: The Aftermath Collector Booster Box,7,Magic Display,5320,0,2023-03-31 15:26:44,164.99,55,169.25,,,
2026-07-19,2026-07-19T02:45:08+0200,562095,Modern Horizons 2 Collector Booster Box,7,Magic Display,4219,0,2021-04-27 14:45:19,411.21,122,423.04,,,
2026-07-19,2026-07-19T02:45:08+0200,758483,Modern Horizons 3 Collector Booster Box,7,Magic Display,5652,0,2024-02-26 11:57:51,642.26,211,662.49,,,
2026-07-19,2026-07-19T02:45:08+0200,748052,Murders at Karlov Manor Collector Booster Box,7,Magic Display,5561,0,2023-12-06 14:17:20,249.66,122,258.45,,,
2026-07-19,2026-07-19T02:45:08+0200,758326,Outlaws of Thunder Junction Collector Booster Box,7,Magic Display,5647,0,2024-02-24 10:01:37,334.76,77,298.26,,,
2026-07-19,2026-07-19T02:45:08+0200,683494,Phyrexia: All Will Be One Collector Booster Box,7,Magic Display,5184,0,2022-11-04 18:30:08,508,144,581.55,,,
2026-07-19,2026-07-19T02:45:08+0200,370211,Ravnica Allegiance Collector Booster Box,7,Magic Display,2411,0,2019-02-19 13:48:40,1174.5,1100,720.25,,,
2026-07-19,2026-07-19T02:45:08+0200,737484,Ravnica Remastered Collector Booster Box,7,Magic Display,5505,0,2023-10-05 11:05:56,981.55,677,923.05,,,
2026-07-19,2026-07-19T02:45:08+0200,885563,Reality Fracture Collector Booster Box,7,Magic Display,6571,0,2026-05-02 12:17:47,306.05,299.5,305.63,,,
2026-07-19,2026-07-19T02:45:08+0200,869357,Secrets of Strixhaven Collector Booster Box,7,Magic Display,6474,0,2026-01-28 10:47:39,315.7,158,319.26,,,
2026-07-19,2026-07-19T02:45:08+0200,897523,Star Trek Collector Booster Box,7,Magic Display,6657,0,2026-07-15 13:15:58,499.9,480,499.99,,,
2026-07-19,2026-07-19T02:45:08+0200,611248,Streets of New Capenna Collector Booster Box,7,Magic Display,4975,0,2022-03-04 16:18:49,193.75,77,194.35,,,
2026-07-19,2026-07-19T02:45:08+0200,540411,Strixhaven: School of Mages Collector Booster Box,7,Magic Display,3741,0,2021-02-19 14:36:40,382.5,420,418.36,,,
2026-07-19,2026-07-19T02:45:08+0200,813080,Tarkir: Dragonstorm Collector Booster Box,7,Magic Display,6060,0,2025-02-24 09:46:00,356.27,155,357.04,,,
2026-07-19,2026-07-19T02:45:08+0200,677805,The Brothers' War Collector Booster Box,7,Magic Display,5164,0,2022-09-29 11:06:30,501.8,309.99,594.56,,,
2026-07-19,2026-07-19T02:45:08+0200,885552,The Hobbit Collector Booster Box,7,Magic Display,6570,0,2026-05-02 11:28:12,557.5,550,599.87,,,
2026-07-19,2026-07-19T02:45:08+0200,698912,The Lord of the Rings: Tales of Middle-earth Collector Booster Box,7,Magic Display,5285,0,2023-02-22 12:27:41,1331.93,522,1463.18,,,
2026-07-19,2026-07-19T02:45:08+0200,732335,The Lord of the Rings: Tales of Middle-earth Special Edition Collector Booster Box,7,Magic Display,5489,0,2023-09-08 15:57:44,6433.79,7500,6690.73,,,
2026-07-19,2026-07-19T02:45:08+0200,734175,The Lost Caverns of Ixalan Collector Booster Box,7,Magic Display,5490,0,2023-09-23 10:44:56,753.44,211,752.32,,,
2026-07-19,2026-07-19T02:45:08+0200,426911,Theros Beyond Death Collector Booster Box,7,Magic Display,2814,0,2019-11-28 14:23:23,204.14,122,203.67,,,
2026-07-19,2026-07-19T02:45:08+0200,398849,Throne of Eldraine Collector Booster Box,7,Magic Display,2582,0,2019-09-04 15:32:27,271.11,245,265.23,,,
2026-07-19,2026-07-19T02:45:08+0200,586736,Unfinity Collector Booster Box,7,Magic Display,4468,0,2021-11-30 14:50:09,274.87,211.88,277.06,,,
2026-07-19,2026-07-19T02:45:08+0200,758498,Universes Beyond: Assassin's Creed Collector Booster Box,7,Magic Display,5655,0,2024-02-26 14:59:45,303.43,144,308.58,,,
2026-07-19,2026-07-19T02:45:08+0200,710800,Universes Beyond: Doctor Who Collector Booster Box,7,Magic Display,5358,0,2023-05-08 09:18:46,403.9,155,412.44,,,
2026-07-19,2026-07-19T02:45:08+0200,745340,Universes Beyond: Fallout Collector Booster Box,7,Magic Display,5544,0,2023-11-14 15:21:27,1131.66,255,1090.13,,,
2026-07-19,2026-07-19T02:45:08+0200,719684,Wilds of Eldraine Collector Booster Box,7,Magic Display,5359,0,2023-06-21 14:21:48,586.62,399.9,649.86,,,
2026-07-19,2026-07-19T02:45:08+0200,486979,Zendikar Rising Collector Booster Box,7,Magic Display,3404,0,2020-07-31 14:02:38,316.54,122,325.19,,,
2026-07-20,2026-07-20T02:44:06+0200,565899,Adventures in the Forgotten Realms Collector Booster Box,7,Magic Display,4259,0,2021-05-21 16:59:41,223.36,77,237.21,,,
2026-07-20,2026-07-20T02:44:06+0200,803869,Aetherdrift Collector Booster Box,7,Magic Display,5982,0,2024-12-11 10:59:59,203.06,77,202.83,,,
2026-07-20,2026-07-20T02:44:06+0200,774110,Bloomburrow Collector Booster Box,7,Magic Display,5658,0,2024-06-10 17:18:27,700.35,599.99,694.9,,,
2026-07-20,2026-07-20T02:44:06+0200,492099,Commander Legends Collector Booster Box,7,Magic Display,3454,0,2020-08-24 14:17:37,410.26,349,443.12,,,
2026-07-20,2026-07-20T02:44:06+0200,650825,Commander Legends: Battle for Baldur's Gate Collector Booster Box,7,Magic Display,5030,0,2022-03-29 14:37:06,417.02,155,442.86,,,
2026-07-20,2026-07-20T02:44:06+0200,698962,Commander Masters Collector Booster Box,7,Magic Display,5286,0,2023-02-22 14:58:05,429.96,211,449.73,,,
2026-07-20,2026-07-20T02:44:06+0200,466034,Core 2021 Collector Booster Box,7,Magic Display,3048,0,2020-06-05 10:49:33,249.15,248.99,240.47,,,
2026-07-20,2026-07-20T02:44:06+0200,681210,Dominaria Remastered Collector Booster Box,7,Magic Display,5192,0,2022-10-25 11:43:55,386.34,339.99,408.06,,,
2026-07-20,2026-07-20T02:44:06+0200,657414,Dominaria United Collector Booster Box,7,Magic Display,5072,0,2022-05-13 16:25:34,235.36,200,236.75,,,
2026-07-20,2026-07-20T02:44:06+0200,657282,Double Masters 2022 Collector Booster Box,7,Magic Display,5070,0,2022-05-13 15:30:40,337.7,122,340.31,,,
2026-07-20,2026-07-20T02:44:06+0200,776442,Duskmourn: House of Horror Collector Booster Box,7,Magic Display,5806,0,2024-07-02 16:45:10,402.4,381.99,402.71,,,
2026-07-20,2026-07-20T02:44:06+0200,813293,Edge of Eternities Collector Booster Box,7,Magic Display,6063,0,2025-02-24 12:46:27,456.1,410,463.32,,,
2026-07-20,2026-07-20T02:44:06+0200,426991,Ikoria: Lair of Behemoths Collector Booster Box,7,Magic Display,2819,0,2019-11-28 16:18:06,365,122,340.64,,,
2026-07-20,2026-07-20T02:44:06+0200,795092,Innistrad Remastered Collector Booster Box,7,Magic Display,5930,0,2024-10-28 12:31:23,310.15,122,330.86,,,
2026-07-20,2026-07-20T02:44:06+0200,573796,Innistrad: Crimson Vow Collector Booster Box,7,Magic Display,4364,0,2021-08-06 15:04:52,178.75,148,179.95,,,
2026-07-20,2026-07-20T02:44:06+0200,573781,Innistrad: Midnight Hunt Collector Booster Box,7,Magic Display,4362,0,2021-08-06 14:55:33,156.08,55,159.47,,,
2026-07-20,2026-07-20T02:44:06+0200,527325,Kaldheim Collector Booster Box,7,Magic Display,3660,0,2020-12-15 15:30:17,286.35,77,291.43,,,
2026-07-20,2026-07-20T02:44:06+0200,587696,Kamigawa: Neon Dynasty Collector Booster Box,7,Magic Display,4472,0,2021-12-17 11:54:15,332.75,158,341.82,,,
2026-07-20,2026-07-20T02:44:06+0200,851271,Lorwyn Eclipsed Collector Booster Box,7,Magic Display,6325,0,2025-09-29 09:18:52,309.3,144,306.91,,,
2026-07-20,2026-07-20T02:44:06+0200,812573,Magic: The Gathering - FINAL FANTASY Collector Booster Box,7,Magic Display,6057,0,2025-02-19 11:07:32,881.16,355,1203.18,,,
2026-07-20,2026-07-20T02:44:06+0200,781941,Magic: The Gathering Foundations Collector Booster Box,7,Magic Display,5852,0,2024-08-07 11:49:07,530.77,329.95,545.16,,,
2026-07-20,2026-07-20T02:44:06+0200,842564,Magic: The Gathering | Avatar: The Last Airbender Collector Booster Box,7,Magic Display,6261,0,2025-08-13 11:34:30,313.79,185,316.56,,,
2026-07-20,2026-07-20T02:44:06+0200,869496,Magic: The Gathering | Marvel Super Heroes Collector Booster Box,7,Magic Display,6476,0,2026-01-28 13:25:37,324.09,144,302.64,,,
2026-07-20,2026-07-20T02:44:06+0200,814380,Magic: The Gathering | Marvel's Spider-Man Collector Booster Box,7,Magic Display,6070,0,2025-03-03 11:57:58,284.83,155,302.67,,,
2026-07-20,2026-07-20T02:44:06+0200,853671,Magic: The Gathering | Teenage Mutant Ninja Turtles Collector Booster Box,7,Magic Display,6345,0,2025-10-13 14:34:50,282.15,144,276.12,,,
2026-07-20,2026-07-20T02:44:06+0200,696391,March of the Machine Collector Booster Box,7,Magic Display,5227,0,2023-02-10 22:28:20,437.81,299.9,453.34,,,
2026-07-20,2026-07-20T02:44:06+0200,703885,March of the Machine: The Aftermath Collector Booster Box,7,Magic Display,5320,0,2023-03-31 15:26:44,164.99,55,169.25,,,
2026-07-20,2026-07-20T02:44:06+0200,562095,Modern Horizons 2 Collector Booster Box,7,Magic Display,4219,0,2021-04-27 14:45:19,411.21,122,423.04,,,
2026-07-20,2026-07-20T02:44:06+0200,758483,Modern Horizons 3 Collector Booster Box,7,Magic Display,5652,0,2024-02-26 11:57:51,642.26,211,670.83,,,
2026-07-20,2026-07-20T02:44:06+0200,748052,Murders at Karlov Manor Collector Booster Box,7,Magic Display,5561,0,2023-12-06 14:17:20,249.66,122,258.91,,,
2026-07-20,2026-07-20T02:44:06+0200,758326,Outlaws of Thunder Junction Collector Booster Box,7,Magic Display,5647,0,2024-02-24 10:01:37,334.76,77,307.78,,,
2026-07-20,2026-07-20T02:44:06+0200,683494,Phyrexia: All Will Be One Collector Booster Box,7,Magic Display,5184,0,2022-11-04 18:30:08,508,144,581.55,,,
2026-07-20,2026-07-20T02:44:06+0200,370211,Ravnica Allegiance Collector Booster Box,7,Magic Display,2411,0,2019-02-19 13:48:40,1174.5,1100,720.25,,,
2026-07-20,2026-07-20T02:44:06+0200,737484,Ravnica Remastered Collector Booster Box,7,Magic Display,5505,0,2023-10-05 11:05:56,981.55,677,923.05,,,
2026-07-20,2026-07-20T02:44:06+0200,885563,Reality Fracture Collector Booster Box,7,Magic Display,6571,0,2026-05-02 12:17:47,306.05,299.5,306.03,,,
2026-07-20,2026-07-20T02:44:06+0200,869357,Secrets of Strixhaven Collector Booster Box,7,Magic Display,6474,0,2026-01-28 10:47:39,315.7,158,315.78,,,
2026-07-20,2026-07-20T02:44:06+0200,897523,Star Trek Collector Booster Box,7,Magic Display,6657,0,2026-07-15 13:15:58,499.9,480,499.99,,,
2026-07-20,2026-07-20T02:44:06+0200,611248,Streets of New Capenna Collector Booster Box,7,Magic Display,4975,0,2022-03-04 16:18:49,193.75,77,194.26,,,
2026-07-20,2026-07-20T02:44:06+0200,540411,Strixhaven: School of Mages Collector Booster Box,7,Magic Display,3741,0,2021-02-19 14:36:40,382.5,420,418.36,,,
2026-07-20,2026-07-20T02:44:06+0200,813080,Tarkir: Dragonstorm Collector Booster Box,7,Magic Display,6060,0,2025-02-24 09:46:00,356.27,155,357.04,,,
2026-07-20,2026-07-20T02:44:06+0200,677805,The Brothers' War Collector Booster Box,7,Magic Display,5164,0,2022-09-29 11:06:30,501.8,310,594.56,,,
2026-07-20,2026-07-20T02:44:06+0200,885552,The Hobbit Collector Booster Box,7,Magic Display,6570,0,2026-05-02 11:28:12,557.5,530,603.41,,,
2026-07-20,2026-07-20T02:44:06+0200,698912,The Lord of the Rings: Tales of Middle-earth Collector Booster Box,7,Magic Display,5285,0,2023-02-22 12:27:41,1331.93,522,1463.18,,,
2026-07-20,2026-07-20T02:44:06+0200,732335,The Lord of the Rings: Tales of Middle-earth Special Edition Collector Booster Box,7,Magic Display,5489,0,2023-09-08 15:57:44,6433.79,7495,6690.73,,,
2026-07-20,2026-07-20T02:44:06+0200,734175,The Lost Caverns of Ixalan Collector Booster Box,7,Magic Display,5490,0,2023-09-23 10:44:56,753.44,211,755.59,,,
2026-07-20,2026-07-20T02:44:06+0200,426911,Theros Beyond Death Collector Booster Box,7,Magic Display,2814,0,2019-11-28 14:23:23,204.14,122,203.67,,,
2026-07-20,2026-07-20T02:44:06+0200,398849,Throne of Eldraine Collector Booster Box,7,Magic Display,2582,0,2019-09-04 15:32:27,271.11,245,265.23,,,
2026-07-20,2026-07-20T02:44:06+0200,586736,Unfinity Collector Booster Box,7,Magic Display,4468,0,2021-11-30 14:50:09,277.49,211.88,277.06,,,
2026-07-20,2026-07-20T02:44:06+0200,758498,Universes Beyond: Assassin's Creed Collector Booster Box,7,Magic Display,5655,0,2024-02-26 14:59:45,303.43,144,308.58,,,
2026-07-20,2026-07-20T02:44:06+0200,710800,Universes Beyond: Doctor Who Collector Booster Box,7,Magic Display,5358,0,2023-05-08 09:18:46,403.9,155,412.44,,,
2026-07-20,2026-07-20T02:44:06+0200,745340,Universes Beyond: Fallout Collector Booster Box,7,Magic Display,5544,0,2023-11-14 15:21:27,1131.66,255,1090.13,,,
2026-07-20,2026-07-20T02:44:06+0200,719684,Wilds of Eldraine Collector Booster Box,7,Magic Display,5359,0,2023-06-21 14:21:48,586.62,399.9,666.29,,,
2026-07-20,2026-07-20T02:44:06+0200,486979,Zendikar Rising Collector Booster Box,7,Magic Display,3404,0,2020-07-31 14:02:38,316.54,122,325.19,,,
2026-07-21,2026-07-21T02:44:58+0200,565899,Adventures in the Forgotten Realms Collector Booster Box,7,Magic Display,4259,0,2021-05-21 16:59:41,223.36,77,239.22,,,
2026-07-21,2026-07-21T02:44:58+0200,803869,Aetherdrift Collector Booster Box,7,Magic Display,5982,0,2024-12-11 10:59:59,203.06,77,200.89,,,
2026-07-21,2026-07-21T02:44:58+0200,774110,Bloomburrow Collector Booster Box,7,Magic Display,5658,0,2024-06-10 17:18:27,700.35,599.99,704.3,,,
2026-07-21,2026-07-21T02:44:58+0200,492099,Commander Legends Collector Booster Box,7,Magic Display,3454,0,2020-08-24 14:17:37,410.26,349,443.12,,,
2026-07-21,2026-07-21T02:44:58+0200,650825,Commander Legends: Battle for Baldur's Gate Collector Booster Box,7,Magic Display,5030,0,2022-03-29 14:37:06,417.02,268.82,457.78,,,
2026-07-21,2026-07-21T02:44:58+0200,698962,Commander Masters Collector Booster Box,7,Magic Display,5286,0,2023-02-22 14:58:05,429.96,211,456.24,,,
2026-07-21,2026-07-21T02:44:58+0200,466034,Core 2021 Collector Booster Box,7,Magic Display,3048,0,2020-06-05 10:49:33,249.15,248.99,245.87,,,
2026-07-21,2026-07-21T02:44:58+0200,681210,Dominaria Remastered Collector Booster Box,7,Magic Display,5192,0,2022-10-25 11:43:55,386.34,339.99,408.06,,,
2026-07-21,2026-07-21T02:44:58+0200,657414,Dominaria United Collector Booster Box,7,Magic Display,5072,0,2022-05-13 16:25:34,235.36,200,236.75,,,
2026-07-21,2026-07-21T02:44:58+0200,657282,Double Masters 2022 Collector Booster Box,7,Magic Display,5070,0,2022-05-13 15:30:40,337.7,285,344.12,,,
2026-07-21,2026-07-21T02:44:58+0200,776442,Duskmourn: House of Horror Collector Booster Box,7,Magic Display,5806,0,2024-07-02 16:45:10,402.4,381.99,402.71,,,
2026-07-21,2026-07-21T02:44:58+0200,813293,Edge of Eternities Collector Booster Box,7,Magic Display,6063,0,2025-02-24 12:46:27,456.1,410,463.32,,,
2026-07-21,2026-07-21T02:44:58+0200,426991,Ikoria: Lair of Behemoths Collector Booster Box,7,Magic Display,2819,0,2019-11-28 16:18:06,365,255,340.64,,,
2026-07-21,2026-07-21T02:44:58+0200,795092,Innistrad Remastered Collector Booster Box,7,Magic Display,5930,0,2024-10-28 12:31:23,310.15,269.99,330.86,,,
2026-07-21,2026-07-21T02:44:58+0200,573796,Innistrad: Crimson Vow Collector Booster Box,7,Magic Display,4364,0,2021-08-06 15:04:52,178.75,148,181.13,,,
2026-07-21,2026-07-21T02:44:58+0200,573781,Innistrad: Midnight Hunt Collector Booster Box,7,Magic Display,4362,0,2021-08-06 14:55:33,156.08,128,159.47,,,
2026-07-21,2026-07-21T02:44:58+0200,527325,Kaldheim Collector Booster Box,7,Magic Display,3660,0,2020-12-15 15:30:17,286.35,175,291.43,,,
2026-07-21,2026-07-21T02:44:58+0200,587696,Kamigawa: Neon Dynasty Collector Booster Box,7,Magic Display,4472,0,2021-12-17 11:54:15,332.75,158,341.82,,,
2026-07-21,2026-07-21T02:44:58+0200,851271,Lorwyn Eclipsed Collector Booster Box,7,Magic Display,6325,0,2025-09-29 09:18:52,309.3,144,308.09,,,
2026-07-21,2026-07-21T02:44:58+0200,812573,Magic: The Gathering - FINAL FANTASY Collector Booster Box,7,Magic Display,6057,0,2025-02-19 11:07:32,881.16,799.94,1258.88,,,
2026-07-21,2026-07-21T02:44:58+0200,781941,Magic: The Gathering Foundations Collector Booster Box,7,Magic Display,5852,0,2024-08-07 11:49:07,530.77,329.95,545.16,,,
2026-07-21,2026-07-21T02:44:58+0200,842564,Magic: The Gathering | Avatar: The Last Airbender Collector Booster Box,7,Magic Display,6261,0,2025-08-13 11:34:30,313.79,185,316.49,,,
2026-07-21,2026-07-21T02:44:58+0200,869496,Magic: The Gathering | Marvel Super Heroes Collector Booster Box,7,Magic Display,6476,0,2026-01-28 13:25:37,324.09,144,305.82,,,
